transcript_id,q_value
ENST00000332680.8,0.679928544
ENST00000351500.7,0.679951017
ENST00000598732.1,0.68003606
ENST00000543015.1,0.682410722
ENST00000549117.5,0.682410722
ENST00000274065.9,0.682410722
ENST00000524576.5,0.682410722
ENST00000695999.1,0.682410722
ENST00000613538.1,0.682410722
ENST00000514682.5,0.682965858
ENST00000571735.3,0.686545397
ENST00000525085.1,0.688371106
ENST00000621233.4,0.688371106
ENST00000697816.1,0.688570936
ENST00000491937.6,0.688570936
ENST00000447768.7,0.69003521
ENST00000374452.9,0.69003521
ENST00000677297.1,0.690922746
ENST00000393301.5,0.693980177
ENST00000527791.5,0.693980177
ENST00000419276.1,0.694221869
ENST00000357472.7,0.694586687
ENST00000552067.5,0.698654092
ENST00000492739.1,0.698794848
ENST00000393468.1,0.698794848
ENST00000374443.7,0.698794848
ENST00000464182.5,0.699253032
ENST00000473638.5,0.699253032
ENST00000628881.2,0.699253032
ENST00000562929.1,0.699253032
ENST00000460218.5,0.699253032
ENST00000394920.6,0.699253032
ENST00000366746.7,0.699253032
ENST00000678186.1,0.699253032
ENST00000561157.5,0.699253032
ENST00000559113.6,0.699656801
ENST00000652514.1,0.704328678
ENST00000564648.1,0.706298756
ENST00000492432.5,0.709362487
ENST00000303904.8,0.713119646
ENST00000553362.1,0.716056448
ENST00000674721.1,0.716056448
ENST00000409650.5,0.716156956
ENST00000554052.2,0.716156956
ENST00000677578.1,0.718735395
ENST00000423763.5,0.718735395
ENST00000417903.5,0.718735395
ENST00000627111.2,0.718735395
ENST00000380343.8,0.719662084
ENST00000432309.6,0.72782657
ENST00000469941.5,0.72782657
ENST00000393868.7,0.72782657
ENST00000550811.2,0.72782657
ENST00000436146.2,0.72782657
ENST00000642337.1,0.729552907
ENST00000472966.1,0.731026642
ENST00000680226.1,0.731026642
ENST00000586925.1,0.732801948
ENST00000548725.5,0.733420171
ENST00000642816.3,0.733420171
ENST00000521619.1,0.733993699
ENST00000531978.5,0.733993699
ENST00000592176.1,0.736128122
