gene_id	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.28513	ENST00000371848.3	9	2	4	12	6	5	0	2	1	4	1	0	0	3	2
MSTRG.27745	ENST00000371850.8	9	5	0	4	6	0	2	2	3	10	0	0	0	2	2
MSTRG.27745	ENST00000371851.1	9	5	0	4	6	0	2	2	3	9	0	0	0	2	2
MSTRG.17373	ENST00000371856.7	21	9	14	34	31	19	17	15	20	31	20	17	3	8	9
MSTRG.1087	ENST00000371870.3	0	0	0	1	1	1	0	0	0	5	2	2	0	0	2
MSTRG.1087	ENST00000371871.8	3	4	0	3	0	0	2	0	0	6	2	0	0	0	2
MSTRG.1087	ENST00000371873.10	13	11	5	32	17	22	12	22	33	34	26	16	5	31	11
ENSG00000003096.15	ENST00000371876.5	4	2	0	3	0	0	0	2	2	2	0	0	0	0	2
MSTRG.1086	ENST00000371877.8	7	2	3	6	3	4	3	0	0	9	3	1	2	2	2
ENSG00000003096.15	ENST00000371878.5	4	2	0	3	0	0	0	2	2	2	0	0	0	0	2
ENSG00000003096.15	ENST00000371882.5	4	2	0	3	0	0	0	2	2	2	0	0	0	0	2
MSTRG.1084	ENST00000371884.6	10	1	4	6	9	7	6	10	16	16	12	5	0	7	8
MSTRG.23424	ENST00000371893.6	0	0	0	5	4	2	0	2	0	4	2	6	0	0	0
ENSG00000160326.14	ENST00000371897.8	5	2	7	16	17	6	5	12	25	18	9	7	1	9	10
ENSG00000160326.14	ENST00000371899.9	5	2	7	16	17	6	5	12	26	18	9	7	0	9	10
MSTRG.17367	ENST00000371917.5	0	6	0	8	2	3	6	0	0	2	6	2	0	3	0
MSTRG.3662	ENST00000371922.1	2	0	0	3	0	2	1	0	0	0	0	0	0	0	0
MSTRG.3662	ENST00000371924.5	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0
MSTRG.3662	ENST00000371926.8	2	0	0	3	0	2	0	2	0	0	0	0	0	0	0
ENSG00000148300.12	ENST00000371935.6	10	6	3	5	4	5	1	5	10	20	9	4	4	8	7
MSTRG.1070	ENST00000371940.1	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0
MSTRG.17368	ENST00000371941.4	15	3	6	9	12	12	10	12	16	30	10	0	0	3	9
ENSG00000148300.12	ENST00000371942.8	10	8	5	5	4	5	0	5	10	20	9	6	4	8	7
MSTRG.1070	ENST00000371945.10	0	3	5	7	4	8	2	6	6	9	2	11	0	9	4
MSTRG.1070	ENST00000371946.9	0	0	0	2	3	2	0	0	0	2	0	4	0	0	2
ENSG00000171862.16	ENST00000371953.8	10	1	7	10	9	8	10	12	15	10	6	7	0	6	11
ENSG00000148291.10	ENST00000371964.5	12	6	6	12	10	10	3	21	28	30	26	14	3	18	17
ENSG00000148290.10	ENST00000371974.8	6	6	5	8	6	5	1	12	5	19	16	16	2	15	7
MSTRG.1060	ENST00000371975.9	0	4	0	5	0	4	5	0	1	0	0	0	0	0	2
MSTRG.28496	ENST00000371979.7	8	7	0	18	8	33	6	33	38	31	23	33	8	41	24
MSTRG.1063	ENST00000371984.8	15	2	2	15	3	7	9	4	15	15	7	3	0	5	7
ENSG00000148248.14	ENST00000371989.8	76	31	23	44	64	28	38	49	57	100	56	41	10	48	28
MSTRG.1063	ENST00000371992.1	13	3	2	13	2	4	11	3	12	14	2	0	0	5	5
MSTRG.3650	ENST00000371994.8	5	2	3	0	0	6	2	4	11	10	4	4	0	2	5
MSTRG.3650	ENST00000371996.9	5	2	3	0	0	6	2	4	11	10	4	4	0	2	5
MSTRG.17360	ENST00000371997.3	8	0	0	7	5	3	2	2	2	3	0	5	0	3	2
MSTRG.17360	ENST00000371998.8	8	0	2	7	5	3	2	2	2	9	0	5	0	3	4
MSTRG.17360	ENST00000372004.7	8	0	2	7	5	3	2	2	2	9	0	5	0	3	3
MSTRG.1055	ENST00000372006.5	3	0	1	2	6	0	6	0	0	6	0	0	0	0	0
MSTRG.1052	ENST00000372008.6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
MSTRG.3636	ENST00000372013.8	30	63	63	98	65	135	58	84	116	171	109	46	7	40	50
MSTRG.23423	ENST00000372014.5	70	63	60	399	189	617	122	555	635	683	599	581	133	675	525
MSTRG.3635	ENST00000372017.4	8	5	9	12	15	29	4	31	37	55	45	55	1	45	35
MSTRG.17348	ENST00000372023.7	4	2	2	9	4	2	3	3	2	0	4	6	0	2	5
MSTRG.1048	ENST00000372025.5	2	6	7	7	9	22	6	12	33	17	14	10	5	20	18
MSTRG.3633	ENST00000372027.10	30	27	14	47	27	50	27	35	71	69	57	61	7	57	46
MSTRG.27743	ENST00000372040.9	3	0	3	4	3	9	0	2	1	3	1	3	1	9	0
MSTRG.27743	ENST00000372043.7	3	1	3	4	3	9	1	2	0	3	0	3	0	9	2
MSTRG.27743	ENST00000372047.7	9	0	3	6	3	7	10	5	6	6	3	4	0	4	3
MSTRG.27743	ENST00000372050.8	10	1	4	6	2	7	13	6	7	8	3	5	0	6	4
MSTRG.1051	ENST00000372052.8	16	21	9	29	16	24	18	5	28	16	10	16	2	17	5
MSTRG.28488	ENST00000372068.7	5	5	0	2	10	3	4	5	6	9	7	0	0	0	3
MSTRG.1044	ENST00000372070.7	12	7	2	28	21	59	15	23	56	41	44	29	18	53	25
MSTRG.28488	ENST00000372072.7	5	5	0	2	9	3	4	5	6	9	7	1	0	0	3
MSTRG.28488	ENST00000372073.5	5	5	0	2	9	3	4	5	6	9	7	0	0	0	3
MSTRG.3631	ENST00000372075.2	1	1	0	3	7	3	1	0	5	4	3	3	0	1	0
MSTRG.1042	ENST00000372079.1	194	178	143	184	187	146	153	185	280	329	179	188	25	143	116
ENSG00000107771.17	ENST00000372088.8	8	8	5	0	5	7	7	3	14	3	4	3	0	3	3
MSTRG.1039	ENST00000372090.6	8	10	9	2	11	4	15	2	5	3	10	0	3	7	3
MSTRG.27744	ENST00000372097.10	9	6	6	19	15	10	10	4	20	7	21	17	0	8	3
MSTRG.27744	ENST00000372099.10	9	6	6	18	14	10	10	5	20	7	20	17	0	8	3
MSTRG.17345	ENST00000372102.3	7	2	6	9	4	7	2	3	6	7	8	12	3	11	2
MSTRG.1038	ENST00000372104.5	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0
MSTRG.27744	ENST00000372108.9	9	6	6	19	15	10	10	4	20	7	21	17	0	8	3
MSTRG.17345	ENST00000372114.4	8	2	6	14	4	8	2	3	8	18	8	14	3	13	2
MSTRG.1038	ENST00000372115.7	3	0	0	0	0	1	0	0	0	1	2	2	0	0	0
MSTRG.23412	ENST00000372116.5	0	0	0	0	0	3	2	3	6	3	0	2	0	3	3
MSTRG.17345	ENST00000372121.5	0	0	0	5	0	0	0	0	2	4	0	2	0	2	0
MSTRG.23412	ENST00000372133.8	19	22	5	55	37	74	23	67	90	109	102	76	31	89	72
MSTRG.3621	ENST00000372134.6	48	58	25	120	79	127	68	102	139	129	93	89	16	105	80
MSTRG.27736	ENST00000372136.7	1	3	0	5	4	4	0	2	9	5	3	9	0	5	6
MSTRG.27731	ENST00000372155.2	0	3	0	2	2	3	0	6	7	1	2	7	0	6	1
MSTRG.3617	ENST00000372157.6	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0
MSTRG.3617	ENST00000372158.6	26	11	7	33	30	40	22	14	16	22	11	18	2	20	10
MSTRG.27731	ENST00000372159.8	0	3	0	2	2	4	0	6	12	0	3	7	0	7	0
MSTRG.3617	ENST00000372164.7	24	11	8	33	28	32	23	15	14	21	11	15	1	8	11
MSTRG.1032	ENST00000372168.7	6	3	3	13	11	5	5	4	18	17	13	16	0	6	7
MSTRG.23410	ENST00000372171.5	3	3	4	11	7	18	4	9	19	18	8	13	3	14	14
MSTRG.1032	ENST00000372172.5	6	3	2	15	11	6	5	4	20	17	13	18	0	6	7
MSTRG.17342	ENST00000372176.5	3	3	0	5	0	4	3	5	0	3	3	0	0	7	6
MSTRG.3615	ENST00000372181.1	60	44	39	68	80	84	58	37	56	58	38	25	9	40	55
MSTRG.1028	ENST00000372182.6	0	0	1	4	0	1	0	0	3	9	3	3	0	5	4
MSTRG.1028	ENST00000372183.7	7	1	0	9	4	11	1	9	8	18	9	8	0	10	10
MSTRG.3615	ENST00000372185.5	59	44	42	76	83	86	56	42	56	66	47	26	12	46	60
MSTRG.3615	ENST00000372187.9	59	40	48	80	80	84	59	41	60	61	43	28	10	55	51
MSTRG.3615	ENST00000372188.5	19	11	14	27	40	40	27	10	22	16	10	3	2	17	17
MSTRG.27727	ENST00000372189.7	8	9	7	10	15	7	4	14	7	17	15	12	0	12	7
MSTRG.27727	ENST00000372190.8	8	9	8	8	17	8	3	12	6	17	18	12	0	11	7
MSTRG.27727	ENST00000372195.5	6	9	9	10	17	7	5	15	6	16	18	12	0	11	6
MSTRG.1022	ENST00000372201.5	7	3	6	6	6	4	4	0	10	7	4	3	0	3	6
MSTRG.27726	ENST00000372208.7	9	4	4	3	7	6	6	0	3	7	4	5	0	4	1
MSTRG.1022	ENST00000372209.3	699	510	379	750	684	776	522	778	1109	1273	1010	790	153	855	595
MSTRG.27726	ENST00000372210.7	9	4	4	3	7	6	6	0	3	7	4	5	0	4	0
MSTRG.27726	ENST00000372211.7	9	4	4	3	7	6	6	0	3	7	4	5	0	4	0
MSTRG.27726	ENST00000372215.5	9	4	4	3	7	6	6	0	3	7	4	5	0	4	0
MSTRG.1020	ENST00000372217.5	7	13	4	27	16	16	4	7	8	9	10	12	0	15	8
MSTRG.1020	ENST00000372224.9	7	15	7	27	16	17	5	7	9	9	10	12	1	15	9
MSTRG.23407	ENST00000372226.1	1	1	0	0	3	0	0	0	1	3	0	1	0	6	0
MSTRG.17340	ENST00000372227.5	6	4	4	4	8	4	5	7	9	23	17	8	0	0	7
MSTRG.27724	ENST00000372228.9	1	0	0	0	1	3	0	1	0	2	2	0	1	0	1
MSTRG.17340	ENST00000372230.10	6	4	4	5	9	7	6	9	9	25	19	9	0	0	8
MSTRG.3613	ENST00000372231.7	31	14	8	28	26	25	10	16	36	44	30	32	4	36	22
MSTRG.28476	ENST00000372232.8	8	3	8	11	12	17	10	10	9	9	21	8	2	8	5
MSTRG.1016	ENST00000372235.7	0	0	0	2	1	1	1	5	3	3	3	1	0	1	6
MSTRG.23407	ENST00000372236.9	8	5	2	4	5	10	6	4	20	12	1	10	0	10	4
MSTRG.1016	ENST00000372237.8	0	0	0	6	6	4	2	10	5	10	5	7	0	7	12
MSTRG.1016	ENST00000372242.7	4	0	0	0	0	3	0	2	6	3	0	0	0	0	0
MSTRG.1016	ENST00000372243.7	2	0	0	0	0	3	0	0	6	3	0	0	0	0	0
MSTRG.1016	ENST00000372244.3	4	0	0	0	1	3	0	0	5	3	0	0	0	0	0
MSTRG.28476	ENST00000372246.7	8	3	8	11	14	16	11	10	9	9	20	8	2	7	4
MSTRG.1011	ENST00000372257.7	14	7	2	25	14	24	9	25	25	27	37	30	5	20	18
MSTRG.1011	ENST00000372259.9	14	5	2	21	13	16	9	22	20	24	30	25	3	15	16
MSTRG.3612	ENST00000372263.4	3	3	8	11	16	33	5	13	25	15	17	6	0	6	15
MSTRG.3612	ENST00000372267.6	0	0	1	0	1	2	0	1	8	0	0	0	0	2	0
MSTRG.27713	ENST00000372269.7	9	3	2	4	7	4	5	2	2	3	4	1	0	6	0
MSTRG.3612	ENST00000372270.6	2	2	0	2	5	3	0	1	6	5	0	0	0	1	2
MSTRG.27713	ENST00000372271.4	10	2	2	3	7	4	4	2	3	3	4	0	0	6	0
MSTRG.3610	ENST00000372273.7	0	1	0	0	3	0	0	0	2	0	1	0	0	0	1
MSTRG.3610	ENST00000372274.5	0	0	0	0	0	2	2	2	0	1	0	0	0	3	4
MSTRG.17339	ENST00000372276.7	6	4	4	4	8	8	7	7	17	16	14	19	3	5	11
MSTRG.3610	ENST00000372277.7	0	3	2	1	5	10	0	10	7	7	16	14	0	12	7
MSTRG.3610	ENST00000372281.8	0	0	0	0	1	1	1	3	2	0	0	0	0	0	0
MSTRG.17339	ENST00000372285.8	8	7	5	13	14	13	7	14	22	18	16	16	6	10	16
MSTRG.1013	ENST00000372289.7	2	5	1	5	7	7	2	4	11	14	8	8	0	10	2
MSTRG.17337	ENST00000372291.3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
MSTRG.27712	ENST00000372298.1	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0
MSTRG.27712	ENST00000372300.5	5	11	3	9	11	13	8	5	7	35	6	14	3	10	21
MSTRG.27712	ENST00000372301.2	1	1	2	5	2	5	3	1	7	4	5	7	0	2	9
MSTRG.27712	ENST00000372302.5	6	11	5	14	13	18	11	5	13	38	11	22	2	13	29
MSTRG.27712	ENST00000372309.7	6	14	5	15	14	22	11	6	17	38	15	23	3	14	29
MSTRG.27712	ENST00000372314.3	6	14	4	15	14	21	11	6	17	38	15	23	3	14	29
MSTRG.1000	ENST00000372324.6	21	13	20	18	15	18	20	24	28	21	22	17	0	19	14
MSTRG.999	ENST00000372339.3	2	2	2	0	3	0	2	2	8	3	3	0	0	8	2
MSTRG.999	ENST00000372343.8	4	3	5	3	5	0	5	2	17	7	9	3	0	11	3
MSTRG.23401	ENST00000372344.6	6	6	4	3	3	9	5	4	3	7	4	8	0	3	3
MSTRG.27708	ENST00000372348.9	5	7	1	5	8	7	3	7	2	9	5	3	0	5	3
MSTRG.27706	ENST00000372351.7	4	0	0	1	1	4	0	0	2	10	1	2	0	3	0
MSTRG.27706	ENST00000372352.7	2	0	0	1	0	0	2	4	4	3	0	2	0	4	1
MSTRG.27706	ENST00000372358.10	3	0	0	5	1	4	0	5	5	9	5	2	0	7	7
MSTRG.3585	ENST00000372360.9	1905	2060	1742	6547	4008	9187	2832	7454	10110	10985	9765	9530	1716	9576	7276
MSTRG.3574	ENST00000372371.8	2	3	2	0	2	1	1	2	4	6	3	2	0	2	0
MSTRG.28469	ENST00000372383.9	3	3	3	5	2	5	4	3	6	5	2	2	4	6	4
MSTRG.28469	ENST00000372384.6	3	3	3	5	2	5	4	3	6	5	2	2	4	6	4
MSTRG.28469	ENST00000372390.8	3	3	3	5	2	5	4	3	6	6	2	3	4	6	4
MSTRG.991	ENST00000372396.4	4	4	4	6	5	10	7	6	7	12	1	3	1	3	3
MSTRG.28469	ENST00000372397.6	3	3	3	5	2	6	4	3	6	5	2	2	4	6	5
MSTRG.27702	ENST00000372398.6	12	9	5	18	5	12	11	7	11	9	10	8	0	2	3
MSTRG.27700	ENST00000372406.5	13	9	6	12	5	17	7	13	27	34	3	12	2	12	6
MSTRG.990	ENST00000372407.4	41	18	12	22	24	35	31	14	10	16	14	12	2	26	19
MSTRG.17328	ENST00000372409.8	3	7	2	4	1	2	9	8	4	5	0	3	0	8	7
MSTRG.27700	ENST00000372410.7	13	9	6	12	5	17	7	13	27	34	3	12	2	12	6
MSTRG.28467	ENST00000372418.4	2	1	0	2	0	3	2	1	1	0	0	1	0	0	2
MSTRG.17333	ENST00000372420.5	4	4	2	2	4	4	3	0	2	3	6	4	0	2	4
MSTRG.23402	ENST00000372422.7	23	19	16	32	29	34	25	36	48	43	44	43	11	42	20
MSTRG.989	ENST00000372427.5	28	18	10	44	30	39	28	13	19	47	32	37	4	16	12
MSTRG.28467	ENST00000372428.9	0	0	5	3	7	6	3	4	11	8	2	4	0	3	1
MSTRG.27694	ENST00000372429.8	0	1	0	0	0	0	2	3	2	2	0	0	0	4	0
MSTRG.989	ENST00000372430.9	25	15	12	47	42	34	31	16	27	36	26	25	5	20	12
MSTRG.17333	ENST00000372431.8	4	5	3	4	6	11	4	0	4	2	6	5	0	2	4
MSTRG.989	ENST00000372432.5	29	19	9	42	39	39	24	20	31	53	35	32	5	24	14
MSTRG.989	ENST00000372433.5	25	17	10	44	47	43	22	14	22	52	27	27	5	10	14
MSTRG.989	ENST00000372434.5	25	8	11	39	35	26	25	10	14	27	24	16	5	17	9
MSTRG.28467	ENST00000372435.10	3	2	5	6	9	15	5	6	17	13	6	8	1	5	13
MSTRG.23399	ENST00000372444.6	4	3	6	0	0	4	0	4	4	10	7	0	0	0	0
MSTRG.23399	ENST00000372445.9	2	3	7	0	0	6	0	1	2	12	7	0	0	2	0
MSTRG.27693	ENST00000372447.7	6	12	4	9	7	15	10	20	20	18	23	15	2	13	11
MSTRG.23399	ENST00000372449.6	4	2	5	0	0	4	0	4	2	9	9	0	0	0	0
MSTRG.986	ENST00000372450.8	0	0	0	0	1	1	0	0	0	1	1	0	0	3	2
MSTRG.23399	ENST00000372452.5	3	3	7	0	0	6	0	3	2	8	7	1	0	1	0
MSTRG.984	ENST00000372455.4	5	14	8	13	9	8	8	10	14	20	13	8	3	20	6
MSTRG.984	ENST00000372457.9	6	17	14	34	11	43	11	30	40	47	45	28	8	50	34
MSTRG.983	ENST00000372458.8	0	10	3	13	5	5	5	14	27	12	10	5	1	15	6
MSTRG.17331	ENST00000372459.7	2	1	2	5	2	4	1	4	6	5	6	6	0	3	2
MSTRG.982	ENST00000372462.1	45	21	16	41	48	64	28	20	54	71	28	27	4	37	23
MSTRG.977	ENST00000372476.8	51	55	33	55	42	45	34	48	85	76	66	51	5	53	43
MSTRG.28462	ENST00000372479.8	3	6	4	2	6	0	2	2	5	6	0	4	0	0	1
MSTRG.27687	ENST00000372480.1	8	5	1	4	10	3	5	7	11	21	8	2	0	4	6
MSTRG.27687	ENST00000372481.7	11	7	4	29	11	32	10	18	29	35	26	19	5	24	19
MSTRG.27687	ENST00000372483.9	13	19	5	77	28	121	13	68	92	114	88	97	31	78	75
MSTRG.17331	ENST00000372484.8	2	3	5	3	4	15	1	11	5	15	5	7	1	10	3
MSTRG.27687	ENST00000372486.5	2	5	2	8	9	3	5	9	14	14	10	0	0	4	4
MSTRG.28462	ENST00000372487.5	0	0	0	0	3	0	0	1	0	3	0	0	0	0	0
MSTRG.27683	ENST00000372490.4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MSTRG.967	ENST00000372502.5	0	3	0	0	0	2	0	2	2	0	0	5	0	0	0
MSTRG.967	ENST00000372506.5	0	3	0	0	0	2	0	2	2	0	0	4	0	0	0
MSTRG.967	ENST00000372507.5	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0
MSTRG.967	ENST00000372508.7	0	3	0	0	0	0	0	0	2	0	1	2	1	1	0
MSTRG.965	ENST00000372514.7	2	0	2	0	3	3	0	0	3	4	0	2	2	0	0
MSTRG.965	ENST00000372517.8	2	0	2	0	3	3	0	0	3	4	0	2	2	0	0
MSTRG.964	ENST00000372521.9	9	10	5	38	26	71	11	38	58	42	42	35	7	38	40
MSTRG.964	ENST00000372522.5	8	3	4	11	9	14	5	6	14	8	9	4	0	1	3
MSTRG.17326	ENST00000372523.1	5	5	5	4	3	5	3	5	6	6	9	11	4	7	0
MSTRG.962	ENST00000372525.7	2	3	2	7	4	11	5	4	11	6	2	7	1	8	8
MSTRG.23397	ENST00000372530.9	4	0	0	3	2	3	0	4	3	8	2	4	0	6	3
MSTRG.3561	ENST00000372538.8	0	0	0	2	0	1	1	1	3	0	3	0	0	1	2
MSTRG.17322	ENST00000372541.1	0	1	0	0	0	2	4	2	0	0	2	0	0	4	0
MSTRG.17322	ENST00000372542.5	0	0	0	0	0	2	5	0	0	0	1	0	0	1	0
MSTRG.27676	ENST00000372546.9	7	2	2	13	5	3	4	7	6	3	7	7	2	0	0
MSTRG.17322	ENST00000372547.5	1	2	1	0	3	3	4	0	2	7	2	0	0	4	0
MSTRG.957	ENST00000372549.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.957	ENST00000372550.6	8	8	9	75	29	97	20	70	89	109	112	81	14	124	75
MSTRG.27670	ENST00000372554.8	4	7	1	1	3	0	2	2	14	4	2	5	0	2	2
MSTRG.952	ENST00000372556.3	6	5	6	10	6	13	6	20	16	10	18	7	1	15	15
MSTRG.27670	ENST00000372559.5	1	3	0	0	3	0	0	2	0	2	0	2	0	0	2
MSTRG.952	ENST00000372561.4	7	2	5	11	6	15	5	22	19	14	18	8	3	18	17
MSTRG.952	ENST00000372562.1	8	5	6	3	5	6	7	17	13	11	10	2	0	6	5
MSTRG.27670	ENST00000372564.8	6	7	2	0	2	0	2	4	14	4	3	5	0	2	3
MSTRG.17320	ENST00000372568.4	19	4	9	27	11	34	12	26	20	33	20	18	7	27	12
MSTRG.950	ENST00000372571.5	6	2	0	3	2	1	1	4	1	4	7	5	0	1	2
MSTRG.950	ENST00000372572.5	6	2	0	3	2	0	0	4	2	4	7	5	0	0	2
MSTRG.950	ENST00000372573.5	6	2	0	3	2	0	0	4	2	4	7	5	0	0	2
MSTRG.27667	ENST00000372577.2	5	12	2	12	9	9	26	14	25	15	9	13	0	11	5
MSTRG.27668	ENST00000372586.4	12	10	5	2	7	10	9	12	35	23	10	8	0	5	9
MSTRG.27667	ENST00000372592.8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
MSTRG.943	ENST00000372595.5	3	0	3	9	3	1	0	3	1	2	6	2	1	7	4
MSTRG.943	ENST00000372596.5	3	0	4	12	3	2	5	2	2	3	5	0	0	6	2
MSTRG.943	ENST00000372597.5	2	0	6	9	3	2	3	3	2	3	6	2	0	7	2
MSTRG.27673	ENST00000372599.7	25	11	9	15	15	6	9	8	20	28	27	8	3	16	16
MSTRG.27673	ENST00000372600.9	25	11	9	15	15	6	9	8	20	28	27	8	3	16	16
MSTRG.940	ENST00000372616.1	3	0	0	2	1	1	2	1	4	0	1	2	2	0	1
MSTRG.17319	ENST00000372622.8	11	5	4	13	9	11	6	8	21	17	11	7	0	2	5
MSTRG.28432	ENST00000372624.3	1	1	3	11	6	12	0	8	5	7	5	6	2	9	5
MSTRG.28432	ENST00000372625.8	0	0	3	12	6	12	0	10	5	7	5	6	2	9	5
MSTRG.28432	ENST00000372627.10	16	10	12	18	23	10	12	13	12	31	18	7	2	10	12
MSTRG.28432	ENST00000372628.5	15	9	10	16	21	9	10	12	10	24	13	4	2	9	10
MSTRG.28431	ENST00000372629.4	18	12	14	40	10	36	15	18	43	32	38	17	7	17	13
MSTRG.28430	ENST00000372634.1	102	79	79	146	108	174	68	136	190	206	179	164	24	174	130
MSTRG.28430	ENST00000372635.1	103	72	71	136	96	157	63	109	169	188	163	134	21	138	105
MSTRG.27671	ENST00000372642.5	3	0	2	2	2	5	1	9	2	10	9	2	3	3	6
MSTRG.28430	ENST00000372645.3	147	192	148	745	305	1352	177	929	1138	1219	1148	1023	251	1159	884
MSTRG.23394	ENST00000372647.6	0	0	0	0	3	1	2	0	7	6	2	0	0	3	3
MSTRG.27666	ENST00000372648.10	8	7	2	6	6	6	11	0	8	4	8	3	0	4	5
MSTRG.934	ENST00000372652.5	0	4	0	8	1	3	2	8	7	5	6	7	0	3	0
MSTRG.934	ENST00000372653.5	0	3	0	1	3	1	0	3	2	0	3	1	2	2	3
MSTRG.934	ENST00000372654.5	0	2	0	0	3	3	1	2	2	0	3	3	2	4	3
MSTRG.28429	ENST00000372656.5	64	54	35	78	50	136	50	86	100	77	101	69	26	78	55
MSTRG.28429	ENST00000372661.6	69	72	47	170	88	304	65	173	181	179	201	162	55	181	135
MSTRG.27661	ENST00000372663.9	2	4	3	14	8	17	8	16	26	25	15	10	0	6	23
MSTRG.27661	ENST00000372667.9	4	5	5	19	8	18	6	22	24	27	18	14	0	8	21
MSTRG.28427	ENST00000372677.8	0	0	0	6	1	5	0	7	5	7	3	7	1	6	4
MSTRG.28426	ENST00000372685.8	28	21	14	87	34	116	24	73	75	72	86	79	23	76	72
MSTRG.27650	ENST00000372686.6	10	10	8	8	11	4	10	8	13	11	4	5	0	7	6
MSTRG.3558	ENST00000372687.4	6	2	4	5	0	4	0	0	6	3	3	4	0	3	0
MSTRG.27650	ENST00000372688.9	2	6	2	3	6	7	4	2	8	7	4	0	0	6	3
MSTRG.17313	ENST00000372689.9	1	0	1	0	3	3	0	4	1	3	0	0	1	3	0
MSTRG.28425	ENST00000372691.3	9	2	2	9	9	15	5	5	30	6	7	5	0	6	3
MSTRG.27650	ENST00000372692.8	116	107	65	122	149	139	103	147	148	202	112	114	17	132	93
MSTRG.28425	ENST00000372695.6	11	6	3	16	11	27	10	14	39	16	17	9	1	16	7
MSTRG.928	ENST00000372696.3	0	0	1	8	2	11	0	4	6	8	5	1	1	10	9
MSTRG.928	ENST00000372697.7	0	0	0	9	2	11	0	4	6	8	5	0	0	10	9
MSTRG.928	ENST00000372699.8	0	0	0	0	1	0	0	2	3	4	0	3	0	4	2
ENSG00000164002.12	ENST00000372703.1	0	0	0	0	3	2	0	0	0	3	2	0	0	0	0
ENSG00000084070.12	ENST00000372708.5	2	4	0	1	2	5	2	5	1	6	4	2	0	3	0
MSTRG.17310	ENST00000372710.5	2	0	1	3	0	3	1	0	0	5	3	2	0	6	1
MSTRG.17310	ENST00000372712.6	0	0	3	3	2	0	0	0	0	4	3	2	0	6	6
MSTRG.17310	ENST00000372717.5	0	0	1	8	0	4	1	3	3	6	4	4	0	6	11
ENSG00000084070.12	ENST00000372718.8	2	4	0	0	2	5	2	5	0	5	4	2	0	3	2
MSTRG.17310	ENST00000372720.7	0	0	3	4	2	4	2	0	0	8	3	2	0	4	2
MSTRG.17310	ENST00000372722.7	0	0	1	2	0	1	1	0	0	3	1	5	0	3	4
MSTRG.17310	ENST00000372723.7	1	1	2	6	0	2	2	0	0	5	2	2	1	5	5
ENSG00000156650.14	ENST00000372725.6	0	1	0	0	0	3	0	2	2	0	0	1	0	0	0
MSTRG.17310	ENST00000372727.5	8	3	4	20	4	26	6	12	16	17	21	10	6	7	12
MSTRG.27654	ENST00000372731.8	15	12	14	15	17	13	11	19	35	35	26	18	3	17	10
MSTRG.17308	ENST00000372733.3	5	6	4	7	8	7	9	3	3	4	3	9	2	6	9
MSTRG.3549	ENST00000372734.5	13	7	6	19	7	15	4	4	14	9	11	8	0	11	6
MSTRG.27654	ENST00000372739.7	23	9	9	15	18	7	9	20	38	34	24	13	5	11	11
MSTRG.28417	ENST00000372742.1	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0
MSTRG.3548	ENST00000372745.1	6	0	4	6	2	3	4	5	1	1	1	4	0	9	0
MSTRG.3545	ENST00000372755.7	27	20	12	35	13	34	17	19	24	27	31	24	4	35	18
MSTRG.920	ENST00000372759.4	14	7	5	12	4	3	9	13	17	17	13	8	4	7	12
MSTRG.3543	ENST00000372764.4	5	0	0	8	8	7	7	2	9	3	5	2	2	2	2
MSTRG.3540	ENST00000372765.5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
MSTRG.27647	ENST00000372791.8	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0
MSTRG.915	ENST00000372792.7	45	22	24	65	39	50	30	46	60	72	22	44	6	63	37
MSTRG.915	ENST00000372797.7	38	20	21	69	42	51	27	45	64	70	22	44	6	60	35
MSTRG.915	ENST00000372798.5	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0
MSTRG.17305	ENST00000372801.5	0	1	0	4	0	0	3	0	5	4	1	0	0	2	0
MSTRG.915	ENST00000372802.5	8	2	1	1	1	1	2	1	1	3	2	2	0	1	0
MSTRG.915	ENST00000372805.8	47	23	23	64	38	51	33	46	65	69	26	43	6	67	36
MSTRG.17305	ENST00000372806.8	2	1	0	5	0	0	0	1	6	6	3	0	0	2	0
MSTRG.27647	ENST00000372807.10	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
MSTRG.17303	ENST00000372813.4	17	12	8	20	21	22	20	24	42	46	30	29	1	43	22
MSTRG.27647	ENST00000372814.7	0	0	0	3	0	3	0	2	3	2	0	2	0	6	0
MSTRG.912	ENST00000372818.5	5	0	0	0	0	0	0	0	2	0	8	2	0	4	2
