gene_id	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENSG00000095464.10	PDE6C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095564.15	BTAF1	2	0	1	1	4	0	0	1	3	0	5	2	0	1	0
ENSG00000095596.12	CYP26A1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000095637.23	SORBS1	0	1	0	0	0	1	0	18	1	10	0	0	0	10	0
ENSG00000095739.11	BAMBI	2	1	0	6	0	1	3	0	1	6	1	0	0	0	0
ENSG00000095752.7	IL11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000096155.15	BAG6	23	13	12	49	29	54	18	23	49	34	36	24	4	25	8
ENSG00000096171.14	VARS1	21	8	6	27	9	8	12	10	12	11	6	25	1	6	10
ENSG00000096654.16	ZNF184	1	6	0	0	0	5	1	0	0	13	0	0	0	1	0
ENSG00000096696.17	DSP	6	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000096717.12	SIRT1	12	1	12	20	16	8	1	8	1	1	12	0	0	1	0
ENSG00000096968.14	JAK2	0	1	1	4	1	0	0	1	3	0	0	0	0	0	0
ENSG00000097096.10	SYDE2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099338.23	CATSPERG	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
ENSG00000099365.11	STX1B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000099715.15	PCDH11Y	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099849.15	RASSF7	11	1	1	29	9	11	0	0	20	25	18	10	1	3	1
ENSG00000099864.18	PALM	12	1	1	0	1	0	1	0	1	6	1	0	0	1	0
ENSG00000099953.10	MMP11	0	0	0	4	1	0	0	0	6	0	6	6	0	12	0
ENSG00000099956.20	SMARCB1	15	17	1	19	33	19	32	23	41	68	24	19	1	6	12
ENSG00000099958.15	DERL3	0	0	0	0	0	16	0	1	2	1	4	4	0	0	0
ENSG00000099994.11	SUSD2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSG00000100053.10	CRYBB3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100065.15	CARD10	0	1	10	20	15	25	35	25	15	20	25	29	0	20	30
ENSG00000100077.16	GRK3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000100078.4	PLA2G3	0	0	1	0	0	1	0	4	0	0	0	4	0	0	0
ENSG00000100151.16	PICK1	0	1	1	6	0	1	9	6	9	6	0	6	0	0	12
ENSG00000100197.23	CYP2D6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100207.21	TCF20	1	26	1	4	7	4	1	15	10	8	0	4	1	8	0
ENSG00000100290.3	BIK	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000100312.11	ACR	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000100336.18	APOL4	0	0	11	0	5	5	0	2	4	1	0	0	0	0	0
ENSG00000100350.16	FOXRED2	3	3	0	8	1	0	0	0	0	1	17	1	0	7	0
ENSG00000100376.12	FAM118A	1	0	0	10	1	18	1	2	1	4	0	20	0	0	2
ENSG00000100426.7	ZBED4	3	1	1	4	7	3	2	3	3	1	2	0	0	2	4
ENSG00000100433.16	KCNK10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000100483.14	VCPKMT	8	0	1	0	12	0	0	1	0	1	12	0	0	0	1
ENSG00000100557.10	CCDC198	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100605.17	ITPK1	22	35	14	11	20	31	11	31	29	30	12	20	1	24	25
ENSG00000100614.18	PPM1A	5	4	1	1	1	11	3	7	9	10	4	0	1	19	8
ENSG00000100625.9	SIX4	0	3	1	2	0	0	0	0	0	1	2	1	0	0	0
ENSG00000100767.17	PAPLN	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000100814.19	CCNB1IP1	2	6	1	37	12	12	1	5	9	6	8	24	1	4	13
ENSG00000100823.12	APEX1	72	26	62	131	96	172	83	76	127	143	95	110	30	72	123
ENSG00000100842.13	EFS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000100889.12	PCK2	16	4	21	19	20	15	21	14	24	22	14	9	1	14	6
ENSG00000100897.18	DCAF11	20	25	3	31	20	9	29	2	59	8	0	7	1	6	20
ENSG00000100908.14	EMC9	41	15	12	55	34	59	21	53	95	98	81	66	16	83	58
ENSG00000100911.16	PSME2	216	237	204	1039	480	1570	248	942	1353	1381	1259	1433	392	1773	1220
ENSG00000100918.14	REC8	14	3	11	22	5	7	0	1	12	34	12	8	0	29	18
ENSG00000100926.15	TM9SF1	15	30	9	23	12	28	19	25	26	51	28	20	5	24	20
ENSG00000100938.19	GMPR2	53	34	10	40	25	30	20	54	37	62	53	47	15	72	23
ENSG00000100949.15	RABGGTA	7	5	0	9	0	18	0	11	0	27	11	3	1	4	6
ENSG00000100968.14	NFATC4	16	12	1	31	22	11	6	31	1	14	30	4	0	1	6
ENSG00000101115.13	SALL4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000101144.13	BMP7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000101210.14	EEF1A2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSG00000101213.7	PTK6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000101216.11	GMEB2	6	24	1	15	21	1	15	18	18	21	12	9	0	1	9
ENSG00000101298.15	SNPH	1	1	1	0	6	9	0	6	0	0	9	1	1	0	1
ENSG00000101306.11	MYLK2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000101307.16	SIRPB1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0
ENSG00000101311.17	FERMT1	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0
ENSG00000101331.17	CCM2L	8	6	0	8	4	4	1	4	4	0	0	4	1	8	0
ENSG00000101333.19	PLCB4	4	0	0	1	0	7	0	0	0	1	0	0	0	0	0
ENSG00000101353.16	MROH8	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1
ENSG00000101363.13	MANBAL	35	30	15	27	34	43	16	21	40	17	52	16	6	16	20
ENSG00000101405.3	OXT	4	1	1	5	0	5	7	4	11	4	10	9	1	7	5
ENSG00000101441.5	CST4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000101443.18	WFDC2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000101544.9	ADNP2	3	5	6	8	2	1	2	1	5	2	6	3	2	1	4
ENSG00000101596.17	SMCHD1	11	4	2	1	1	2	3	3	18	0	2	1	1	2	1
ENSG00000101638.14	ST8SIA5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101665.10	SMAD7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000101680.16	LAMA1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000101751.11	POLI	0	0	0	12	3	8	1	0	3	8	1	3	1	0	1
ENSG00000101812.15	H2BW2	0	0	0	3	6	3	0	0	0	0	0	0	0	2	2
ENSG00000101986.12	ABCD1	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0
ENSG00000102032.13	RENBP	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000102057.10	KCND1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
ENSG00000102096.10	PIM2	6	0	0	12	4	0	0	6	4	6	6	0	0	6	0
ENSG00000102098.19	SCML2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
ENSG00000102100.16	SLC35A2	25	15	14	41	20	24	1	13	18	35	36	10	2	29	28
ENSG00000102103.18	PQBP1	55	68	41	191	101	376	52	236	393	412	366	279	72	322	284
ENSG00000102230.14	PCYT1B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000102271.14	KLHL4	3	10	1	10	0	7	1	0	1	0	5	1	0	0	1
ENSG00000102290.23	PCDH11X	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102349.18	KLF8	3	0	2	2	1	2	1	0	0	1	0	0	0	0	0
ENSG00000102387.16	TAF7L	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000102554.14	KLF5	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSG00000102763.18	VWA8	1	2	0	1	2	1	1	0	4	0	2	1	0	1	0
ENSG00000102858.13	MGRN1	15	2	11	0	0	0	9	1	1	0	19	18	0	9	9
ENSG00000102890.16	ELMO3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102935.12	ZNF423	6	0	0	0	1	0	7	1	0	0	0	1	1	0	1
ENSG00000102996.5	MMP15	0	1	1	0	0	2	2	2	0	0	3	5	0	0	0
ENSG00000103021.10	CCDC113	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000103042.9	SLC38A7	10	13	1	0	1	3	4	4	6	7	7	1	0	5	6
ENSG00000103196.12	CRISPLD2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000103222.20	ABCC1	20	24	10	27	1	53	11	16	19	18	18	36	0	28	1
ENSG00000103226.19	NOMO3	71	53	32	36	84	99	51	93	149	183	114	118	22	103	44
ENSG00000103241.7	FOXF1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000103249.19	CLCN7	5	9	1	5	12	5	4	1	19	27	18	0	0	8	15
ENSG00000103260.9	METRN	2	4	0	0	0	4	0	0	3	2	2	4	1	1	2
ENSG00000103269.14	RHBDL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000103319.12	EEF2K	15	9	3	14	4	5	8	19	14	24	7	4	1	4	7
ENSG00000103415.12	HMOX2	85	59	53	113	90	240	68	181	203	323	176	199	50	261	191
ENSG00000103423.14	DNAJA3	41	30	6	10	7	24	12	21	16	42	33	11	1	31	32
ENSG00000103426.12	CORO7-PAM16	8	4	3	7	6	4	0	7	6	16	5	7	2	1	5
ENSG00000103429.11	BFAR	34	22	13	39	41	49	23	45	56	47	41	42	5	21	9
ENSG00000103489.12	XYLT1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000103512.16	NOMO1	42	23	22	24	46	39	26	45	71	81	32	47	9	61	24
ENSG00000103522.17	IL21R	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103540.17	CCP110	8	2	0	16	1	9	0	8	6	25	0	16	0	10	8
ENSG00000103546.19	SLC6A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000103647.13	CORO2B	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0
ENSG00000103995.14	CEP152	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSG00000104044.16	OCA2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000104067.17	TJP1	36	34	16	31	27	31	12	20	47	39	15	44	5	20	27
ENSG00000104093.14	DMXL2	0	0	1	0	1	7	8	0	0	0	0	0	0	0	0
ENSG00000104112.9	SCG3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000104140.7	RHOV	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000104290.11	FZD3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSG00000104447.13	TRPS1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0
ENSG00000104497.15	SNX16	0	0	0	6	1	0	1	0	0	0	0	1	0	1	0
ENSG00000104518.11	GSDMD	51	36	23	61	57	41	31	98	173	123	64	56	22	43	45
ENSG00000104522.16	GFUS	112	68	61	166	104	126	71	103	216	131	213	147	23	137	148
ENSG00000104524.14	PYCR3	6	8	1	0	4	0	4	10	6	4	10	8	0	0	1
ENSG00000104529.19	EEF1D	1022	1153	807	1926	1656	3348	1026	2490	3286	3691	3224	2781	302	2497	2548
ENSG00000104537.17	ANXA13	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0
ENSG00000104626.15	ERI1	3	1	3	0	10	5	1	6	21	10	12	1	7	14	7
ENSG00000104643.10	MTMR9	4	3	7	3	3	3	1	4	3	1	0	5	0	3	3
ENSG00000104722.14	NEFM	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000104728.16	ARHGEF10	27	3	4	12	12	20	6	1	17	3	0	0	3	8	1
ENSG00000104818.15	CGB2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000104823.9	ECH1	34	47	23	49	33	71	8	93	162	118	89	79	21	94	61
ENSG00000104824.18	HNRNPL	158	145	96	272	251	238	200	154	268	283	189	180	45	167	109
ENSG00000104825.17	NFKBIB	8	7	1	24	4	4	2	16	22	3	12	9	0	17	1
ENSG00000104833.12	TUBB4A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000104856.15	RELB	6	3	1	1	1	1	3	4	3	5	1	4	1	3	1
ENSG00000104998.4	IL27RA	0	1	0	2	0	0	0	0	4	0	4	2	0	2	1
ENSG00000105011.9	ASF1B	19	12	11	35	16	17	15	6	18	25	14	17	1	12	14
ENSG00000105122.13	RASAL3	1	0	0	0	1	0	0	0	0	7	4	6	0	1	1
ENSG00000105141.6	CASP14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000105146.14	AURKC	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ENSG00000105173.14	CCNE1	11	5	1	5	10	1	11	0	14	1	0	11	0	1	6
ENSG00000105202.9	FBL	352	174	204	243	377	197	201	187	387	436	312	245	29	192	173
ENSG00000105204.14	DYRK1B	6	11	6	1	6	1	7	2	4	7	1	0	0	0	9
ENSG00000105227.16	PRX	10	0	0	10	24	0	24	1	0	1	0	0	0	1	0
ENSG00000105246.6	EBI3	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000105298.14	CACTIN	27	22	1	23	3	25	1	7	1	16	12	12	1	12	1
ENSG00000105357.20	MYH14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000105366.15	SIGLEC8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105419.18	MEIS3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000105426.19	PTPRS	0	0	1	3	1	0	1	1	4	2	1	0	0	0	2
ENSG00000105429.13	MEGF8	1	12	9	21	18	6	13	12	12	16	0	12	1	27	9
ENSG00000105464.4	GRIN2D	3	1	0	0	1	5	0	0	1	2	3	0	0	0	3
ENSG00000105497.8	ZNF175	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1
ENSG00000105523.4	FAM83E	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000105609.17	LILRB5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000105617.4	LENG1	2	2	4	6	5	6	6	3	9	1	7	3	0	11	4
ENSG00000105618.14	PRPF31	15	14	7	16	20	15	4	21	20	25	19	45	2	25	25
ENSG00000105619.14	TFPT	9	8	3	9	12	10	13	11	21	17	14	18	1	15	9
ENSG00000105639.21	JAK3	0	0	0	1	0	0	0	0	1	0	1	0	0	7	0
ENSG00000105668.8	UPK1A	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000105708.9	ZNF14	1	0	0	2	1	0	0	1	5	0	2	2	0	0	0
ENSG00000105750.15	ZNF85	12	5	0	10	28	17	9	2	8	9	21	11	0	1	12
ENSG00000105767.3	CADM4	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1
ENSG00000105784.16	RUNDC3B	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000105792.19	CFAP69	0	2	2	0	2	0	3	0	3	0	0	1	0	0	1
ENSG00000105851.11	PIK3CG	1	4	2	4	1	2	1	2	0	0	0	0	0	0	1
ENSG00000105852.11	PON3	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0
ENSG00000105866.15	SP4	3	1	2	0	0	0	0	0	0	0	0	0	0	9	0
ENSG00000105929.16	ATP6V0A4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105967.16	TFEC	20	10	0	6	7	24	1	1	0	0	1	0	0	0	0
ENSG00000106003.14	LFNG	1	16	1	32	8	20	1	0	8	24	0	12	1	0	0
ENSG00000106013.15	ANKRD7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000106066.15	CPVL	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000106069.26	CHN2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000106123.13	EPHB6	0	0	1	0	24	10	0	0	1	0	0	0	0	0	0
ENSG00000106128.19	GHRHR	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000106144.20	CASP2	8	10	2	6	12	23	1	9	10	12	10	12	0	12	6
ENSG00000106258.16	CYP3A5	11	23	11	8	16	11	22	5	12	15	1	0	0	5	4
ENSG00000106346.12	USP42	1	0	1	0	3	0	1	0	2	6	4	0	0	5	1
ENSG00000106404.14	CLDN15	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0
ENSG00000106459.15	NRF1	0	0	0	6	1	6	16	0	10	0	6	0	0	9	1
ENSG00000106460.20	TMEM106B	22	18	9	36	11	25	4	24	53	37	16	33	0	25	16
ENSG00000106526.12	ACTR3C	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000106571.15	GLI3	16	8	0	16	0	1	0	1	1	0	8	1	0	8	0
ENSG00000106714.18	CNTNAP3	3	2	9	5	1	1	7	1	1	4	2	2	1	4	0
ENSG00000106789.13	CORO2A	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000106829.21	TLE4	20	1	8	9	8	1	12	4	4	20	7	0	0	10	1
ENSG00000106852.16	LHX6	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106948.17	AKNA	3	0	1	0	16	0	0	0	1	0	1	8	0	0	1
ENSG00000107105.15	ELAVL2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000107249.24	GLIS3	0	0	0	5	0	1	0	1	0	0	1	6	0	1	0
ENSG00000107317.13	PTGDS	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000107518.18	ATRNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
ENSG00000107562.18	CXCL12	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1
ENSG00000107593.17	PKD2L1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107736.22	CDH23	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000107738.20	VSIR	2	0	0	3	0	1	2	7	6	0	10	4	0	9	7
ENSG00000107742.14	SPOCK2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000107771.17	CCSER2	26	24	15	0	15	19	20	9	41	8	12	9	1	9	9
ENSG00000107779.16	BMPR1A	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000107807.13	TLX1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000108001.16	EBF3	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0
ENSG00000108091.11	CCDC6	16	6	8	9	6	8	12	7	15	27	8	8	2	12	9
ENSG00000108175.19	ZMIZ1	3	5	1	6	2	3	1	4	3	1	4	8	0	4	2
ENSG00000108239.9	TBC1D12	0	0	0	2	1	0	0	0	1	3	0	1	0	0	0
ENSG00000108342.13	CSF3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSG00000108379.11	WNT3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000108381.11	ASPA	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0
ENSG00000108405.4	P2RX1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000108506.14	INTS2	20	0	0	0	0	40	1	16	12	1	1	0	0	1	10
ENSG00000108602.18	ALDH3A1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000108679.13	LGALS3BP	0	0	0	0	0	0	0	0	1	0	6	1	0	8	0
ENSG00000108797.12	CNTNAP1	0	0	0	0	0	0	1	4	1	5	1	2	0	1	0
ENSG00000108852.16	MPP2	1	2	0	0	0	1	1	0	0	1	10	0	0	0	0
ENSG00000108947.5	EFNB3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000108953.17	YWHAE	766	451	316	979	751	1061	461	702	924	1209	848	734	159	812	632
ENSG00000109208.5	SMR3A	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000109255.11	NMU	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0
ENSG00000109265.15	CRACD	0	1	2	0	0	1	1	3	0	1	0	0	1	0	0
ENSG00000109472.14	CPE	1	0	0	3	0	3	0	1	0	0	0	0	0	0	1
ENSG00000109511.12	ANXA10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109536.13	FRG1	14	31	14	89	58	123	35	50	96	98	113	85	18	100	59
ENSG00000109670.17	FBXW7	0	16	8	12	0	1	0	4	6	5	8	0	0	10	1
ENSG00000109686.20	SH3D19	65	42	37	67	27	60	34	71	105	160	101	56	11	110	65
ENSG00000109794.14	FAM149A	0	0	2	0	0	0	4	0	0	0	1	0	1	0	0
ENSG00000109919.10	MTCH2	136	89	72	167	148	236	122	117	241	204	217	185	46	245	151
ENSG00000109920.13	FNBP4	1	10	4	3	0	3	4	1	8	18	3	1	1	1	3
ENSG00000109927.11	TECTA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000109944.11	JHY	1	5	3	3	6	2	0	0	0	6	5	1	1	3	1
ENSG00000109956.13	B3GAT1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000110046.14	ATG2A	1	6	6	14	4	4	1	8	8	8	8	4	0	1	1
ENSG00000110057.9	UNC93B1	2	0	2	0	2	1	1	0	1	0	4	2	0	0	0
ENSG00000110066.16	KMT5B	38	6	3	3	16	15	4	2	6	12	0	11	3	8	10
ENSG00000110080.20	ST3GAL4	6	1	1	6	0	8	0	1	26	7	15	0	0	6	2
ENSG00000110172.12	CHORDC1	26	28	23	98	42	55	47	21	16	64	35	37	1	21	34
ENSG00000110244.7	APOA4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110324.12	IL10RA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110514.20	MADD	10	48	0	23	24	30	24	31	42	24	18	1	1	24	36
ENSG00000110619.18	CARS1	68	37	33	52	47	54	30	30	64	109	49	29	14	45	37
ENSG00000110675.13	ELMOD1	0	0	1	0	4	3	1	1	1	4	0	0	1	0	0
ENSG00000110697.13	PITPNM1	0	0	1	0	1	12	8	0	0	0	0	12	0	16	8
ENSG00000110723.12	EXPH5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000110756.18	HPS5	5	1	1	5	0	1	1	1	0	3	1	0	0	0	2
ENSG00000110768.12	GTF2H1	6	13	7	14	17	43	12	21	30	19	24	37	0	35	16
ENSG00000110848.8	CD69	0	0	0	1	0	0	0	0	1	0	8	2	0	2	0
ENSG00000110876.10	SELPLG	6	1	0	0	0	1	0	0	6	0	0	1	0	2	0
ENSG00000110881.12	ASIC1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000110887.8	DAO	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110900.16	TSPAN11	0	1	0	6	0	4	1	0	0	0	0	0	0	0	0
ENSG00000110925.7	CSRNP2	4	2	3	5	3	3	1	2	7	5	2	0	0	2	0
ENSG00000110934.13	BIN2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000110944.9	IL23A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000110987.9	BCL7A	0	4	1	4	1	0	0	0	1	0	1	0	1	4	0
ENSG00000111046.4	MYF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000111199.12	TRPV4	0	8	0	0	8	12	0	8	0	0	8	0	0	0	0
ENSG00000111261.14	MANSC1	35	13	10	54	25	30	30	45	81	67	59	32	7	40	46
ENSG00000111266.9	DUSP16	1	3	1	4	4	0	1	1	5	0	1	2	0	3	0
ENSG00000111305.19	GSG1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111424.12	VDR	0	6	0	1	0	1	0	0	0	0	0	0	0	1	0
ENSG00000111452.13	ADGRD1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000111679.17	PTPN6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000111696.12	NT5DC3	1	0	2	0	0	2	1	0	1	0	1	0	0	0	0
ENSG00000111704.11	NANOG	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000111816.8	FRK	2	7	11	6	11	6	9	2	4	2	5	0	1	1	3
ENSG00000111843.14	TMEM14C	81	70	23	197	93	373	64	293	447	390	386	303	91	401	331
ENSG00000111845.5	PAK1IP1	7	6	2	7	7	1	8	4	4	4	10	6	0	9	4
ENSG00000111846.20	GCNT2	1	6	1	9	1	2	1	10	19	26	7	12	0	1	1
ENSG00000111886.11	GABRR2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000111913.20	RIPOR2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000111962.8	UST	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000111971.14	LY6G5C	0	1	0	9	2	10	0	7	7	15	9	9	0	2	9
ENSG00000111981.5	ULBP1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000112038.18	OPRM1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000112039.6	FANCE	11	11	1	22	13	8	8	16	12	4	1	1	0	1	0
ENSG00000112053.14	SLC26A8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000112139.17	MDGA1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000112149.10	CD83	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000112164.6	GLP1R	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112183.15	RBM24	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112218.9	GPR63	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000112280.18	COL9A1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000112290.13	WASF1	10	10	0	30	20	3	0	10	20	1	1	0	3	1	10
ENSG00000112299.8	VNN1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000112319.21	EYA4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112320.12	SOBP	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0
ENSG00000112357.14	PEX7	6	0	1	0	0	0	0	3	6	3	7	1	0	0	1
ENSG00000112379.9	ARFGEF3	1	1	1	3	0	1	3	2	0	0	0	2	0	0	0
ENSG00000112394.18	SLC16A10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000112473.19	SLC39A7	14	11	1	4	10	17	12	4	24	10	8	7	4	26	19
ENSG00000112474.4	HSD17B8	0	0	2	1	1	0	0	1	0	0	0	0	0	4	0
ENSG00000112493.12	TAPBP	17	11	8	36	29	26	20	21	50	60	53	40	8	26	23
ENSG00000112511.18	PHF1	8	6	1	14	3	7	0	11	7	9	6	1	0	10	6
