gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC	neg_log10_pval	neg_log10_fdr	significance	transcript_label
ENSG00000004399	ENST00000324093.9	0.00411676297153463	1	0.948841230113546	1	0.222243621212693	0.224721271597041	0.0159946814302068	0.0228064521187673	0	Not significant	ENSG00000004399:ENST00000324093.9
ENSG00000004399	ENST00000501038.6	0.14052269025342	1	0.707761939443713	1	0.200003596468987	0.210217279927482	0.071855321360487	0.150112795660089	0	Not significant	ENSG00000004399:ENST00000501038.6
ENSG00000004399	ENST00000504524.5	0.192881150736866	1	0.660529401266775	1	0.200003596468987	0.212217279927482	0.0855161905935766	0.180107846446522	0	Not significant	ENSG00000004399:ENST00000504524.5
ENSG00000004399	ENST00000504689.1	1.98931825255931	1	0.158412180294241	0.713836888093896	0.17094304811536	0.134895545336932	-0.341673045797733	0.800211428610135	0.146401013284689	Not significant	ENSG00000004399:ENST00000504689.1
ENSG00000004399	ENST00000512744.5	0.116099606069838	1	0.733303898598929	1	0.206806137733973	0.217948623211064	0.0757090865883854	0.1347160060783	0	Not significant	ENSG00000004399:ENST00000512744.5
ENSG00000004455	ENST00000354858.11	3.91571097764972	1	0.0478367771765901	0.36114691676037	0.132406808877397	0.0955417241380805	-0.470774496177283	1.32023808699561	0.442316088514264	Not significant	ENSG00000004455:ENST00000354858.11
ENSG00000004455	ENST00000469238.2	1.03169241419209	1	0.309761499486856	1	0.140810170221935	0.167542306760632	0.250773903606598	0.508972562043153	0	Not significant	ENSG00000004455:ENST00000469238.2
ENSG00000004455	ENST00000672715.1	0.103868312097347	1	0.747235983763738	1	0.227591036414566	0.235623133126978	0.0500374489902646	0.126542222466206	0	Not significant	ENSG00000004455:ENST00000672715.1
ENSG00000004455	ENST00000695598.1	7.82288738280749	1	0.00515887125440616	0.0914375070581631	0.15422322775264	0.0873088655695422	-0.820820006300025	2.28744531031213	1.03887562300694	Not significant	ENSG00000004455:ENST00000695598.1
ENSG00000004455	ENST00000695600.1	0.449924122857738	1	0.502370989405036	1	0.105580693815988	0.0918304466541779	-0.201301583878494	0.298975447903595	0	Not significant	ENSG00000004455:ENST00000695600.1
ENSG00000004455	ENST00000695602.1	2.20571714793505	1	0.137499936379186	0.661478059990272	0.143503555268261	0.184302081451023	0.360985884626267	0.861697502780444	0.179484555986195	Not significant	ENSG00000004455:ENST00000695602.1
ENSG00000004455	ENST00000695604.1	2.72028494406777	1	0.0990803264565454	0.552774739930193	0.0958845076492135	0.137851442299567	0.523744723354958	1.00401257114108	0.257451811074488	Not significant	ENSG00000004455:ENST00000695604.1
ENSG00000004779	ENST00000007516.8	7.04079178249776	1	0.00796738013180492	0.118432244445421	0.5155879857458	0.618797594557749	0.263248942284726	2.09868446170892	0.926530040195596	Not significant	ENSG00000004779:ENST00000007516.8
ENSG00000004779	ENST00000484769.1	0.145143340934737	1	0.703220445296732	1	0.275735681379666	0.264397178282839	-0.0605791902520133	0.152908511156024	0	Not significant	ENSG00000004779:ENST00000484769.1
ENSG00000004779	ENST00000562133.5	10.2332061936895	1	0.00137934689708725	0.039064556069613	0.208676332874534	0.116805227159413	-0.837162148016372	2.8603264977511	1.40821710665744	Significant	ENSG00000004779:ENST00000562133.5
ENSG00000006042	ENST00000394642.7	0.143305536911157	1	0.705016726505601	1	0.480602993885726	0.458457521191604	-0.0680575699117911	0.151800579259791	0	Not significant	ENSG00000006042:ENST00000394642.7
ENSG00000006042	ENST00000579849.6	0.14330553691002	1	0.705016726506716	1	0.519397006114274	0.541542478808396	0.0602368097275892	0.151800579259104	0	Not significant	ENSG00000006042:ENST00000579849.6
ENSG00000006125	ENST00000616681.4	0.119317783037786	1	0.729775589809118	1	0.281123560535325	0.317926864801865	0.177490560426697	0.136810667401214	0	Not significant	ENSG00000006125:ENST00000616681.4
ENSG00000006125	ENST00000620039.4	0.0243663247038057	1	0.875956433522775	1	0.304933084344849	0.317926864801865	0.0602022422569311	0.0575174933195513	0	Not significant	ENSG00000006125:ENST00000620039.4
ENSG00000006125	ENST00000621914.4	0.228554997357833	1	0.632597352208937	1	0.413943355119826	0.36414627039627	-0.184915290733162	0.198872630193698	0	Not significant	ENSG00000006125:ENST00000621914.4
ENSG00000006327	ENST00000326577.9	0.390061560423874	1	0.532267044752997	1	0.249211932247647	0.272010467310282	0.12628902315173	0.273870422282976	0	Not significant	ENSG00000006327:ENST00000326577.9
ENSG00000006327	ENST00000341627.5	0.0711432020725624	1	0.789679494372816	1	0.242194478801622	0.252283720626205	0.0588811380971675	0.102549139176195	0	Not significant	ENSG00000006327:ENST00000341627.5
ENSG00000006327	ENST00000571351.1	0.294562647192834	1	0.587311405262833	1	0.249282793925651	0.230049031389177	-0.115841926067969	0.231131565316385	0	Not significant	ENSG00000006327:ENST00000571351.1
ENSG00000006327	ENST00000575124.1	0.137919986454108	1	0.710357646002147	1	0.259310795025081	0.245656780674337	-0.0780382051371809	0.148522940607698	0	Not significant	ENSG00000006327:ENST00000575124.1
ENSG00000006451	ENST00000005257.7	3.77027623316644	1	0.0521710163083276	0.379066410330679	0.450935292152115	0.522335663274272	0.212056783339065	1.28257070299778	0.421284697384012	Not significant	ENSG00000006451:ENST00000005257.7
ENSG00000006451	ENST00000434466.1	0.18339265022405	1	0.668473717378041	1	0.187053329680867	0.175352193899957	-0.0931941662778418	0.174915663378924	0	Not significant	ENSG00000006451:ENST00000434466.1
ENSG00000006451	ENST00000466491.1	1.44392969471301	1	0.229504487523793	0.863309085889922	0.0971646228578137	0.0729562756499927	-0.413399048405733	0.639208818241024	0.0638336883358116	Not significant	ENSG00000006451:ENST00000466491.1
ENSG00000006451	ENST00000468201.1	1.45920849130562	1	0.227056100044777	0.859204552982381	0.264846755309204	0.229355867175778	-0.207570020376263	0.643866825935668	0.0659034302829214	Not significant	ENSG00000006451:ENST00000468201.1
